profile_id,education_level,OL_subject_0_score,OL_subject_1_score,OL_subject_2_score,OL_subject_3_score,OL_subject_4_score,OL_subject_5_score,career_0,career_1,career_2,career_3,career_4,career_5,AL_stream,AL_subject_10_score,AL_subject_11_score,AL_subject_12_score,AL_subject_3_score,AL_subject_1_score,AL_subject_0_score,university_score,gpa,AL_subject_2_score,AL_subject_4_score,AL_subject_5_score,AL_subject_6_score,AL_subject_7_score,AL_subject_8_score,AL_subject_9_score
2577,1,96,63,81,64,95,3,0.7495,0.735,0.6995,0.7324999999999999,0.4405,0.5905,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,27.0,94.0,31.0,-1.0,-1.0,-1.0
2578,0,70,87,68,61,47,84,0.7410000000000001,0.7645,0.6910000000000001,0.484,0.43400000000000005,0.5840000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2579,1,87,96,87,3,46,38,0.95,0.7875,0.7265,0.4935,0.4435,0.5935,0.0,-1.0,-1.0,-1.0,-1.0,55.0,20.0,-1.0,-1.0,77.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2580,1,29,87,61,80,68,35,0.6965,0.7609999999999999,0.6465,0.6845,0.4305,0.5805,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,95.0,84.0,-1.0,-1.0,-1.0
2581,0,38,74,76,54,51,30,0.7000000000000001,0.749,0.65,0.488,0.43800000000000006,0.5880000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2582,0,95,75,85,54,81,78,0.7625000000000001,0.7549999999999999,0.7125,0.4925,0.4425,0.5925,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2583,1,63,91,65,62,32,79,0.7365,0.7689999999999999,0.8385,0.48250000000000004,0.4325,0.5825,4.0,49.0,46.0,38.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2584,0,16,96,11,57,77,63,0.6675,0.7494999999999999,0.6174999999999999,0.4555,0.4055,0.5555,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2585,1,96,67,91,1,88,52,0.7585000000000001,0.746,0.7085,0.6735,0.4455,0.5955,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,56.0,33.0,48.0,-1.0,-1.0,-1.0
2586,2,86,48,48,47,30,97,0.7080000000000001,0.844,0.658,0.47400000000000003,0.7105,0.88,1.0,-1.0,-1.0,-1.0,38.0,65.0,6.0,72.0,3.91,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2587,0,97,57,79,29,48,25,0.7435,0.725,0.6935,0.48950000000000005,0.4395,0.5895,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2588,1,5,1,17,21,22,50,0.5645,0.6099999999999999,0.5864999999999999,0.4585,0.40850000000000003,0.5585,4.0,24.0,30.0,18.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2589,1,98,71,51,78,74,38,0.7445,0.92,0.6945,0.47550000000000003,0.42550000000000004,0.5755,1.0,-1.0,-1.0,-1.0,32.0,42.0,46.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2590,0,65,40,79,45,57,13,0.6945,0.6994999999999999,0.6445,0.48950000000000005,0.4395,0.5895,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2591,1,25,39,6,62,30,81,0.6170000000000001,0.6615,0.5670000000000001,0.453,0.403,0.553,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,48.0,39.0,10.0
2592,2,0,29,95,83,52,61,0.6265000000000001,0.691,0.5765,0.7255,0.542,0.7235,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,92.0,2.63,-1.0,80.0,34.0,33.0,-1.0,-1.0,-1.0
2593,0,95,95,7,26,47,72,0.7434999999999999,0.7459999999999999,0.6934999999999999,0.4535,0.4035,0.5535,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2594,2,88,72,10,29,15,28,0.7150000000000001,0.713,0.665,0.769,0.6749999999999999,0.88,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,69.0,3.8,-1.0,62.0,95.0,92.0,-1.0,-1.0,-1.0
2595,1,95,86,40,2,10,87,0.7510000000000001,0.92,0.7010000000000001,0.47000000000000003,0.42000000000000004,0.5700000000000001,1.0,-1.0,-1.0,-1.0,8.0,65.0,17.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2596,1,76,27,94,89,34,50,0.7000000000000001,0.6875,0.722,0.497,0.447,0.5970000000000001,4.0,76.0,34.0,18.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2597,2,45,33,57,88,69,13,0.6565000000000001,0.92,0.6065,0.47850000000000004,0.613,0.88,1.0,-1.0,-1.0,-1.0,30.0,59.0,95.0,66.0,3.23,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2598,0,91,30,70,97,96,95,0.7060000000000001,0.68,0.656,0.485,0.435,0.5850000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2599,1,27,76,60,65,46,28,0.683,0.744,0.633,0.7120000000000001,0.43000000000000005,0.5800000000000001,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,65.0,51.0,84.0,-1.0,-1.0,-1.0
2600,1,49,48,65,26,32,46,0.9415,0.7044999999999999,0.6295,0.48250000000000004,0.4325,0.5825,0.0,-1.0,-1.0,-1.0,-1.0,85.0,17.0,-1.0,-1.0,76.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2601,1,96,40,26,6,16,22,0.6990000000000001,0.6729999999999999,0.649,0.753,0.41300000000000003,0.5630000000000001,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,70.0,75.0,10.0,-1.0,-1.0,-1.0
2602,1,69,69,6,86,65,18,0.6910000000000001,0.7065,0.641,0.453,0.403,0.553,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.0,81.0,10.0
2603,1,43,39,97,54,15,76,0.6805000000000001,0.707,0.6305000000000001,0.7085,0.4485,0.5985,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,54.0,51.0,24.0,-1.0,-1.0,-1.0
2604,0,0,35,28,13,81,47,0.5990000000000001,0.6665,0.549,0.464,0.41400000000000003,0.5640000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2605,1,60,53,55,88,0,82,0.95,0.707,0.6405,0.47750000000000004,0.42750000000000005,0.5775,0.0,-1.0,-1.0,-1.0,-1.0,15.0,37.0,-1.0,-1.0,81.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2606,2,72,98,88,72,34,56,0.764,0.791,0.802,0.494,0.6585000000000001,0.88,4.0,90.0,36.0,22.0,-1.0,-1.0,-1.0,62.0,3.43,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2607,0,88,25,48,54,32,5,0.687,0.6615,0.637,0.47400000000000003,0.42400000000000004,0.5740000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2608,1,47,62,62,22,99,62,0.6900000000000001,0.724,0.676,0.481,0.43100000000000005,0.5810000000000001,4.0,97.0,21.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2609,0,20,21,38,56,81,41,0.6100000000000001,0.6505,0.56,0.46900000000000003,0.41900000000000004,0.5690000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2610,1,98,6,50,57,29,0,0.679,0.92,0.629,0.47500000000000003,0.42500000000000004,0.5750000000000001,1.0,-1.0,-1.0,-1.0,11.0,81.0,46.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2611,0,34,25,0,2,22,28,0.6090000000000001,0.6375,0.559,0.45,0.4,0.55,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2612,0,36,33,0,8,39,68,0.619,0.6495,0.569,0.45,0.4,0.55,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2613,1,29,98,18,96,60,3,0.686,0.756,0.9,0.459,0.40900000000000003,0.559,4.0,26.0,57.0,87.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2614,0,2,50,92,10,84,9,0.6480000000000001,0.721,0.5980000000000001,0.496,0.446,0.5960000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2615,1,29,86,48,5,94,72,0.6890000000000001,0.92,0.639,0.47400000000000003,0.42400000000000004,0.5740000000000001,1.0,-1.0,-1.0,-1.0,83.0,78.0,53.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2616,2,15,45,68,2,9,52,0.6440000000000001,0.7015,0.5940000000000001,0.484,0.5315,0.7140000000000001,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.0,2.65,-1.0,-1.0,-1.0,-1.0,79.0,0.0,5.0
2617,0,27,43,40,71,58,17,0.6400000000000001,0.6845,0.5900000000000001,0.47000000000000003,0.42000000000000004,0.5700000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2618,1,12,93,64,40,0,8,0.95,0.7715000000000001,0.637,0.482,0.43200000000000005,0.5820000000000001,0.0,-1.0,-1.0,-1.0,-1.0,92.0,51.0,-1.0,-1.0,59.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2619,2,11,30,9,38,78,44,0.5955,0.6495,0.5455,0.6405,0.625,0.8485,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,97.0,3.47,-1.0,93.0,0.0,39.0,-1.0,-1.0,-1.0
2620,0,62,41,15,28,37,86,0.6605,0.6689999999999999,0.6104999999999999,0.4575,0.40750000000000003,0.5575,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2621,1,41,37,89,96,66,40,0.6725,0.7,0.6224999999999999,0.4945,0.4445,0.5945,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.0,7.0,48.0
2622,2,53,41,58,82,13,23,0.673,0.92,0.623,0.479,0.5910000000000001,0.88,1.0,-1.0,-1.0,-1.0,11.0,19.0,88.0,91.0,3.08,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2623,1,67,14,66,12,89,89,0.664,0.654,0.614,0.483,0.43300000000000005,0.5830000000000001,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.0,25.0,57.0
2624,0,93,69,24,57,77,11,0.7240000000000001,0.7155,0.674,0.462,0.41200000000000003,0.562,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2625,2,68,22,80,11,71,43,0.68,0.673,0.702,0.49,0.6245,0.8360000000000001,4.0,29.0,46.0,18.0,-1.0,-1.0,-1.0,80.0,3.23,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2626,1,25,19,82,65,1,9,0.6350000000000001,0.6695,0.5850000000000001,0.491,0.441,0.5910000000000001,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.0,96.0,75.0
2627,0,74,50,21,22,25,96,0.6845,0.6854999999999999,0.6345,0.4605,0.41050000000000003,0.5605,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2628,0,17,50,28,13,2,57,0.631,0.689,0.581,0.464,0.41400000000000003,0.5640000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2629,0,29,81,14,7,24,19,0.667,0.7285,0.617,0.457,0.40700000000000003,0.557,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2630,1,21,27,84,28,97,14,0.6400000000000001,0.6825,0.9,0.492,0.442,0.5920000000000001,4.0,61.0,81.0,97.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2631,1,48,70,13,64,11,75,0.9085,0.7114999999999999,0.6244999999999999,0.4565,0.40650000000000003,0.5565,0.0,-1.0,-1.0,-1.0,-1.0,37.0,51.0,-1.0,-1.0,44.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2632,2,44,65,89,18,53,63,0.7035,0.92,0.6535,0.4945,0.608,0.88,1.0,-1.0,-1.0,-1.0,55.0,70.0,26.0,84.0,3.09,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2633,0,72,54,75,33,53,17,0.7135,0.7184999999999999,0.6635,0.48750000000000004,0.4375,0.5875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2634,2,4,4,43,60,45,34,0.5795,0.6275,0.6295,0.47150000000000003,0.5475,0.7394999999999999,4.0,82.0,18.0,25.0,-1.0,-1.0,-1.0,74.0,2.84,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2635,1,27,21,16,11,10,28,0.8540000000000001,0.6395,0.556,0.458,0.40800000000000003,0.558,0.0,-1.0,-1.0,-1.0,-1.0,78.0,97.0,-1.0,-1.0,18.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2636,0,57,48,52,11,20,79,0.681,0.698,0.631,0.47600000000000003,0.42600000000000005,0.5760000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2637,1,67,59,40,63,66,71,0.6960000000000001,0.7085,0.646,0.628,0.42000000000000004,0.5700000000000001,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,36.0,43.0,81.0,-1.0,-1.0,-1.0
2638,1,55,80,3,9,60,86,0.6865,0.7214999999999999,0.9,0.4515,0.4015,0.5515,4.0,59.0,99.0,99.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2639,0,9,90,10,53,27,35,0.654,0.74,0.604,0.455,0.405,0.555,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2640,0,3,97,55,25,20,84,0.6775,0.7729999999999999,0.6275,0.47750000000000004,0.42750000000000005,0.5775,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2641,0,90,46,92,98,51,19,0.7320000000000001,0.7150000000000001,0.682,0.496,0.446,0.5960000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2642,0,24,90,28,86,54,46,0.678,0.749,0.628,0.464,0.41400000000000003,0.5640000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2643,1,74,14,29,7,24,4,0.6525,0.6355,0.6024999999999999,0.4645,0.41450000000000004,0.5645,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,33.0,33.0,55.0
2644,1,75,2,80,44,42,62,0.667,0.92,0.617,0.49,0.44000000000000006,0.5900000000000001,1.0,-1.0,-1.0,-1.0,12.0,32.0,94.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2645,1,78,50,29,61,36,1,0.6925,0.92,0.6425,0.4645,0.41450000000000004,0.5645,1.0,-1.0,-1.0,-1.0,31.0,97.0,75.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2646,1,4,48,7,86,70,23,0.6055,0.6754999999999999,0.5555,0.5495,0.4035,0.5535,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,43.0,51.0,-1.0,-1.0,-1.0
2647,1,87,34,73,56,18,78,0.7075,0.7494999999999999,0.6575,0.4865,0.4365,0.5865,1.0,-1.0,-1.0,-1.0,68.0,4.0,18.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2648,1,2,8,64,43,82,67,0.5920000000000001,0.644,0.542,0.482,0.43200000000000005,0.5820000000000001,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,82.0,53.0,46.0
2649,0,63,32,95,85,18,49,0.6925,0.6955,0.6425,0.4975,0.4475,0.5975,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2650,1,90,6,54,97,62,74,0.95,0.636,0.623,0.47700000000000004,0.42700000000000005,0.5770000000000001,0.0,-1.0,-1.0,-1.0,-1.0,6.0,81.0,-1.0,-1.0,71.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2651,0,82,70,14,64,84,64,0.7090000000000001,0.712,0.659,0.457,0.40700000000000003,0.557,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2652,1,61,29,82,29,39,73,0.918,0.6845,0.631,0.491,0.441,0.5910000000000001,0.0,-1.0,-1.0,-1.0,-1.0,65.0,51.0,-1.0,-1.0,45.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2653,1,54,26,74,29,17,74,0.6670000000000001,0.8800000000000001,0.6170000000000001,0.487,0.437,0.5870000000000001,1.0,-1.0,-1.0,-1.0,99.0,93.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2654,1,13,95,37,88,41,85,0.6765,0.7609999999999999,0.9,0.4685,0.41850000000000004,0.5685,4.0,14.0,61.0,70.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2655,1,96,34,98,38,69,47,0.7290000000000001,0.7000000000000001,0.787,0.499,0.449,0.5990000000000001,4.0,46.0,62.0,27.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2656,2,42,46,31,85,40,58,0.6535,0.6845,0.6034999999999999,0.5895,0.6569999999999999,0.88,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,94.0,3.61,-1.0,38.0,24.0,64.0,-1.0,-1.0,-1.0
2657,1,52,23,4,30,81,3,0.8109999999999999,0.6365,0.577,0.452,0.402,0.552,0.0,-1.0,-1.0,-1.0,-1.0,86.0,20.0,-1.0,-1.0,48.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2658,1,31,31,63,75,77,62,0.6435000000000001,0.6779999999999999,0.5935,0.6855,0.4315,0.5815,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,47.0,55.0,76.0,-1.0,-1.0,-1.0
2659,1,30,17,20,41,7,0,0.9210000000000002,0.6355,0.557,0.46,0.41000000000000003,0.56,0.0,-1.0,-1.0,-1.0,-1.0,80.0,22.0,-1.0,-1.0,90.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2660,1,85,54,55,43,59,62,0.7165,0.92,0.6665,0.47750000000000004,0.42750000000000005,0.5775,1.0,-1.0,-1.0,-1.0,52.0,41.0,77.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2661,1,92,8,59,29,78,4,0.6795,0.92,0.6295,0.47950000000000004,0.4295,0.5795,1.0,-1.0,-1.0,-1.0,31.0,72.0,81.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2662,1,41,25,87,10,82,75,0.7945000000000001,0.6809999999999999,0.6095,0.4935,0.4435,0.5935,0.0,-1.0,-1.0,-1.0,-1.0,28.0,63.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2663,1,19,83,0,20,51,89,0.95,0.7244999999999999,0.602,0.45,0.4,0.55,0.0,-1.0,-1.0,-1.0,-1.0,63.0,66.0,-1.0,-1.0,67.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2664,1,98,90,12,16,10,70,0.744,0.741,0.694,0.456,0.406,0.556,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,54.0,78.0,37.0
2665,0,52,39,66,0,88,60,0.674,0.6915,0.624,0.483,0.43300000000000005,0.5830000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2666,1,41,78,25,67,2,31,0.6815,0.7294999999999999,0.6315,0.4625,0.41250000000000003,0.5625,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,97.0,71.0,31.0
2667,0,55,67,99,87,9,33,0.7215,0.75,0.6715,0.4995,0.4495,0.5995,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2668,1,45,95,52,2,78,41,0.9330000000000002,0.7685,0.666,0.47600000000000003,0.42600000000000005,0.5760000000000001,0.0,-1.0,-1.0,-1.0,-1.0,70.0,92.0,-1.0,-1.0,11.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2669,1,43,6,82,45,12,77,0.6400000000000001,0.65,0.9,0.491,0.441,0.5910000000000001,4.0,20.0,36.0,97.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2670,1,46,2,57,99,43,56,0.6265000000000001,0.6315,0.5765,0.7045,0.4285,0.5785,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,63.0,50.0,46.0,-1.0,-1.0,-1.0
2671,1,46,83,24,59,72,92,0.6910000000000001,0.7364999999999999,0.641,0.5640000000000001,0.41200000000000003,0.562,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,45.0,86.0,-1.0,-1.0,-1.0
2672,1,79,89,28,56,80,19,0.7320000000000001,0.7475,0.682,0.464,0.41400000000000003,0.5640000000000001,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,98.0,90.0,35.0
2673,1,54,76,48,98,64,84,0.7040000000000001,0.738,0.654,0.47400000000000003,0.42400000000000004,0.5740000000000001,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,45.0,14.0
2674,1,87,73,83,80,5,72,0.7515000000000001,0.751,0.9,0.4915,0.4415,0.5915,4.0,56.0,81.0,74.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2675,1,81,14,34,60,34,56,0.662,0.638,0.612,0.48700000000000004,0.41700000000000004,0.5670000000000001,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,8.0,79.0,-1.0,-1.0,-1.0
2676,1,28,66,28,94,19,18,0.658,0.713,0.608,0.666,0.41400000000000003,0.5640000000000001,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,48.0,53.0,25.0,-1.0,-1.0,-1.0
2677,0,0,62,20,53,37,12,0.6220000000000001,0.703,0.5720000000000001,0.46,0.41000000000000003,0.56,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2678,1,70,79,81,61,77,48,0.7395,0.7589999999999999,0.6895,0.49050000000000005,0.4405,0.5905,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.0,93.0,62.0
2679,1,38,74,40,68,10,5,0.682,0.731,0.9,0.47000000000000003,0.42000000000000004,0.5700000000000001,4.0,8.0,42.0,73.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2680,2,34,14,38,61,10,59,0.6170000000000001,0.64,0.5670000000000001,0.46900000000000003,0.632,0.8530000000000001,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,65.0,3.42,-1.0,-1.0,-1.0,-1.0,35.0,54.0,89.0
2681,2,11,89,4,52,13,47,0.652,0.7355,0.734,0.452,0.5565,0.758,4.0,20.0,94.0,33.0,-1.0,-1.0,-1.0,77.0,3.03,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
